State Suburbs by Family Composition (FMCF) and Total Family Income (weekly) (FINF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Counting: Families, Place of Usual Residence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Composition (FMCF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Family Income (weekly) (FINF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Family type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethelton,0,0,3,0,4,20,14,9,5,12,14,18,9,3,4,0,0,3,0,0,0,3,0,0,3,3,13,12,17,24,15,13,3,0,4,0,11,0,0,0,5,4,13,11,15,15,9,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17,34,32,37,26,29,38,37,22,6,4,4,0,28,0
Eudunda,0,0,3,0,8,44,20,20,10,3,12,8,0,0,0,0,0,8,0,0,0,0,0,0,4,8,8,4,12,17,7,0,6,5,0,0,10,5,0,0,5,0,9,12,3,8,6,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,60,35,36,20,18,32,15,0,6,5,0,0,21,5
Evandale (SA),0,0,4,0,0,23,9,17,13,9,21,11,17,12,4,7,5,10,0,0,0,0,0,0,4,0,8,7,6,18,21,15,26,6,8,7,22,0,0,0,0,0,0,3,13,6,10,4,7,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,22,31,30,19,49,39,32,38,10,15,12,38,0
Evanston,0,0,6,0,0,29,24,20,15,16,29,17,4,0,0,0,0,14,3,0,0,0,0,0,9,11,8,23,28,38,34,5,4,0,0,0,22,5,0,0,0,7,19,33,25,13,13,8,4,3,4,0,0,0,0,8,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,19,71,68,41,51,52,71,54,13,4,0,0,0,44,12
Evanston Gardens,0,0,0,0,0,16,4,6,17,4,15,16,4,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,18,19,6,8,6,0,0,0,9,0,0,0,5,4,4,15,15,10,6,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,34,30,23,37,30,34,22,12,6,0,0,0,19,0
Evanston Park,0,0,4,0,6,71,64,49,39,32,56,50,23,16,0,3,4,21,6,0,6,0,0,4,11,11,26,22,52,102,95,71,36,13,12,0,61,6,0,0,0,4,11,31,42,21,25,16,20,12,3,0,0,0,0,22,4,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,21,119,121,96,86,100,178,157,97,52,13,15,4,104,16
Everard Park,0,0,0,0,0,10,6,14,7,6,9,14,8,4,6,0,3,3,0,0,0,0,0,0,0,8,3,3,9,18,8,13,13,4,6,0,3,3,0,0,0,0,4,6,0,0,0,3,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,19,17,10,24,31,22,21,17,10,6,3,13,6
Exeter (SA),0,0,0,0,0,14,9,5,12,8,8,16,14,6,0,0,0,7,0,0,0,0,0,0,0,5,6,10,12,20,9,17,6,6,0,0,12,0,0,0,0,0,5,14,11,9,6,6,0,11,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,25,20,28,26,28,36,31,12,6,0,0,22,5
Fairview Park,0,4,8,0,0,54,40,45,44,23,61,74,30,18,6,3,0,29,9,0,0,0,0,0,0,7,12,44,52,99,62,53,40,12,14,8,64,5,0,4,6,7,0,14,18,24,13,12,8,14,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7,0,68,65,81,104,87,168,155,98,58,18,17,8,104,14
False Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrell Flat,0,0,0,0,0,6,3,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,5,0,0,5,5,0,0,0,0,8,0
Felixstow,0,6,12,0,0,41,29,44,25,20,20,30,14,12,0,3,0,19,4,0,0,0,0,0,6,17,11,14,19,37,29,21,12,10,5,5,26,0,0,0,0,4,5,10,14,14,11,8,12,4,3,6,0,0,0,9,4,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,15,57,64,69,54,47,69,63,38,30,10,8,5,54,8
Ferryden Park,0,6,15,6,10,78,33,28,17,23,22,21,9,12,0,0,0,9,10,8,7,5,5,4,28,42,32,48,47,74,58,31,15,7,12,3,44,12,0,8,7,4,11,47,40,19,22,17,9,4,5,0,0,0,0,16,9,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,27,15,25,153,121,79,87,93,105,90,45,27,7,12,3,76,31
Findon,0,7,10,7,5,121,70,76,45,21,47,62,20,7,9,0,6,31,18,0,10,7,4,10,21,41,41,73,66,97,68,44,20,3,12,0,47,7,0,0,14,13,18,52,44,39,33,16,27,7,0,5,0,0,0,19,8,0,0,0,0,0,0,5,4,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,24,33,194,160,160,157,110,175,137,64,32,12,12,6,97,33
Finniss,0,0,0,0,0,3,6,6,4,11,7,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,12,12,3,4,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,9,23,19,13,4,0,0,0,0,11,0
Firle,0,0,6,0,5,30,22,12,9,11,10,20,13,4,0,5,0,6,3,0,0,0,0,0,4,7,16,14,12,24,30,9,9,6,7,0,19,4,0,0,0,0,0,9,12,3,5,0,8,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,43,41,31,28,23,42,50,22,13,6,12,0,29,13
Fisherman Bay,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,6,0
Fitzroy (SA),0,0,0,0,0,7,3,5,8,3,10,8,4,8,6,4,9,4,3,0,0,0,0,0,0,5,3,5,11,10,10,17,20,8,5,3,13,0,0,0,0,0,0,0,4,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,13,13,17,20,18,27,28,14,9,12,17,3
Flagstaff Hill,5,7,16,0,4,104,98,136,99,93,142,171,69,81,17,11,13,62,5,0,6,6,0,5,8,28,33,79,98,236,245,204,172,63,64,29,179,23,0,4,3,9,10,27,36,35,39,16,28,16,14,4,8,0,3,27,5,0,0,0,0,0,4,0,3,3,5,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,25,9,19,143,162,207,220,212,406,436,287,257,88,75,45,274,33
Flaxley,0,0,0,0,0,4,4,6,0,8,0,3,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,6,5,4,3,3,3,0,5,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,6,13,4,6,7,7,4,5,0,16,0
Flaxman Valley,0,0,0,0,0,4,5,0,5,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,3,6,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,11,0,12,9,5,5,0,0,0,7,0
Flinders Park,0,9,9,6,3,108,71,63,27,40,42,53,18,20,13,6,5,26,7,0,4,0,0,7,5,29,41,53,53,89,95,59,41,20,7,0,57,6,0,5,7,6,12,30,25,23,27,20,13,7,0,0,0,0,0,20,4,0,0,0,0,0,0,3,6,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,12,22,143,128,133,112,119,144,160,77,61,33,13,5,103,17
Forest Range,0,0,0,0,0,5,6,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,8,0,5,11,0,0,0,0,0
Forestville (SA),0,0,5,0,0,12,11,10,9,12,17,14,10,10,10,6,3,7,0,0,0,0,0,0,0,5,5,14,12,22,19,19,27,10,4,7,20,0,0,0,0,0,6,7,8,5,7,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,19,24,20,41,24,45,33,29,37,20,10,10,31,0
Forreston,0,0,4,0,0,8,10,3,6,6,0,3,3,3,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,10,10,6,3,0,4,3,10,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,10,9,13,6,13,13,9,6,0,4,3,13,0
Freeling,0,0,5,0,0,23,23,27,19,15,27,27,11,0,0,0,0,12,7,0,0,0,0,0,10,14,11,32,43,52,32,19,9,7,4,0,30,0,0,0,0,5,5,8,15,6,12,8,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,41,52,44,63,66,86,59,30,9,7,4,0,46,7
Frewville,0,0,0,0,0,3,6,9,6,4,5,10,3,3,3,0,0,4,0,0,0,0,0,0,3,3,6,4,5,11,15,17,9,5,4,4,14,0,0,0,0,4,0,4,4,0,5,3,7,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,13,15,15,12,23,29,23,12,8,4,4,23,0
Fulham (SA),0,0,4,0,0,35,41,52,24,24,28,36,16,17,5,0,4,18,9,0,7,0,0,4,3,8,9,27,19,53,51,37,20,15,13,5,39,0,0,0,0,4,3,10,10,6,7,9,13,4,4,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,7,48,69,67,58,52,94,91,57,37,20,13,9,63,9
Fulham Gardens,8,7,15,0,5,156,106,90,55,56,71,56,23,21,3,3,12,38,13,0,0,4,0,8,15,24,31,67,59,144,115,75,71,27,19,9,94,4,0,5,4,9,15,20,21,17,25,15,23,16,9,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,3,3,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,23,9,28,191,151,138,154,133,241,187,114,92,30,22,21,153,20
Fullarton,0,0,3,4,4,39,34,31,19,29,43,42,22,30,14,17,8,26,0,0,7,0,3,0,0,11,3,20,21,48,45,71,61,24,31,17,43,5,0,4,5,3,5,11,16,10,16,15,14,11,10,0,0,0,0,18,0,0,0,0,0,0,0,0,7,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,9,50,61,51,60,65,111,98,103,91,38,48,25,87,5
Garden Island (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gawler (SA),0,0,0,0,0,13,13,6,7,8,9,6,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,10,5,12,12,5,0,4,0,8,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,6,12,18,14,18,12,5,0,4,0,15,0
Gawler Belt,0,0,4,0,0,12,13,3,6,5,18,8,6,3,0,0,0,13,0,0,0,0,0,0,5,0,7,14,14,31,21,22,9,5,5,5,20,4,0,0,0,0,0,3,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,13,10,23,27,53,29,28,12,5,5,5,33,4
Gawler East,0,0,6,0,5,84,65,85,58,45,70,70,23,21,3,7,3,41,14,0,0,5,4,0,6,10,13,41,44,102,94,49,58,23,22,3,61,12,0,0,0,4,17,30,28,18,20,14,20,4,7,6,0,0,0,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,22,120,103,125,119,103,192,168,79,85,26,29,6,124,26
Gawler River,0,0,0,0,0,4,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,4,9,4,6,0,0,0,0,0,3,0
Gawler South,0,0,4,0,0,45,35,37,12,14,33,21,18,10,0,0,0,18,4,0,0,0,0,0,5,13,14,16,21,47,35,34,20,3,0,0,34,9,0,0,5,4,15,21,20,7,14,8,10,4,6,5,0,0,0,13,7,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,71,73,64,42,43,90,60,58,35,3,0,0,65,20
Gawler West,0,0,0,0,0,22,9,16,7,0,14,4,0,0,0,0,0,5,3,0,5,0,0,0,0,6,9,8,9,17,6,4,3,0,0,0,9,0,0,0,0,5,9,25,16,14,6,4,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,47,36,39,21,13,35,10,4,3,0,0,0,20,7
Georgetown (SA),0,0,0,0,0,8,3,3,3,0,4,0,0,3,0,5,0,4,3,0,0,0,0,0,0,3,7,7,0,0,4,0,5,0,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,10,10,0,4,4,0,8,0,5,0,9,3
Gepps Cross,0,0,0,0,0,20,9,10,11,4,6,4,0,0,0,0,0,0,5,0,0,0,0,0,3,8,9,4,15,8,6,3,4,0,0,0,8,3,0,0,0,3,0,4,6,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,23,23,21,19,14,10,3,4,0,0,0,12,8
Germein Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilberton (SA),0,0,5,0,0,4,3,14,13,12,16,17,13,18,9,6,8,14,0,0,0,0,0,0,4,0,4,5,6,8,8,18,21,9,10,9,19,0,0,0,0,4,0,3,7,3,0,3,6,0,8,0,0,0,0,3,0,0,0,0,0,0,6,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,17,18,21,18,25,30,25,39,39,18,16,17,36,0
Gilles Plains,5,3,3,0,7,57,39,41,26,16,24,27,12,9,4,4,0,11,12,0,3,4,0,5,21,26,36,44,40,76,30,15,5,4,0,0,40,8,0,4,4,10,7,23,29,25,26,10,15,3,3,6,0,0,0,11,6,0,0,0,0,0,4,3,4,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,10,19,105,97,106,96,72,119,65,30,20,8,4,0,62,26
Gladstone (SA),0,0,6,0,0,35,13,10,13,5,3,3,0,4,0,0,0,9,10,0,0,0,0,0,5,8,5,11,11,11,5,6,4,0,0,0,15,0,0,0,0,0,6,7,3,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,47,24,20,24,16,18,8,6,8,0,0,0,27,10
Glandore,0,3,4,0,6,36,22,23,14,26,31,37,21,21,7,5,0,15,5,0,5,0,0,0,4,9,18,32,21,50,43,42,32,13,13,8,30,0,0,0,0,5,7,15,15,9,12,16,17,8,5,5,0,0,0,13,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,13,55,52,50,58,69,103,88,68,58,20,18,8,58,5
Glanville,0,0,0,0,5,10,8,8,9,6,13,10,0,0,0,0,0,5,0,0,0,0,0,0,8,4,0,7,8,7,12,5,0,0,0,0,6,0,0,0,0,0,7,4,9,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,21,14,24,20,20,22,5,0,0,0,0,11,0
Glen Osmond,7,0,4,0,0,6,12,20,8,17,10,21,9,16,6,8,13,15,4,0,0,0,0,0,0,0,0,5,8,16,19,45,32,13,20,19,39,5,0,0,0,0,0,5,7,7,5,0,11,4,6,0,0,0,0,13,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,15,19,31,22,25,37,44,60,48,19,28,32,67,9
Glenalta,0,0,4,0,6,25,26,42,29,11,33,27,17,16,8,0,0,9,0,0,0,0,0,0,0,6,3,16,20,43,42,50,46,17,10,4,18,0,0,0,0,4,3,10,5,5,8,10,7,3,6,5,0,0,0,8,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,35,40,56,53,41,83,72,73,67,25,10,4,35,0
Glenburnie,0,0,0,0,0,5,0,5,7,10,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,3,9,9,0,10,0,5,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,11,13,13,16,9,0,10,0,5,0,8,0
Glencoe (SA),0,5,0,0,0,9,3,13,7,15,10,15,0,0,0,0,0,10,0,0,0,0,0,0,0,3,3,10,8,18,10,9,8,0,0,0,12,4,0,0,0,0,4,3,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,12,9,20,20,23,31,25,9,8,0,0,0,22,4
Glendambo,0,0,0,0,0,0,0,0,5,8,10,4,4,0,6,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,17,8,4,0,6,0,0,12,0
Glenelg (SA),6,8,7,0,0,26,29,32,34,37,63,39,26,28,12,9,22,37,4,0,0,0,0,0,3,6,4,3,10,19,18,29,16,8,16,17,37,0,0,0,0,0,0,5,15,14,8,5,13,0,14,0,0,0,0,8,4,0,0,0,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,38,50,50,49,52,95,57,78,44,20,25,39,82,8
Glenelg East,0,0,3,0,4,27,43,54,20,29,65,42,39,25,13,5,7,35,4,8,0,4,0,0,3,8,11,21,11,43,37,46,79,23,14,20,65,5,0,0,0,3,8,20,10,14,15,13,24,7,7,0,0,0,0,19,5,0,0,0,0,0,4,5,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,12,54,66,84,56,60,132,92,92,104,36,19,27,119,14
Glenelg North,0,0,4,0,5,68,93,66,40,60,87,104,57,67,20,12,8,50,12,0,0,5,6,0,5,11,19,32,48,82,90,84,70,24,27,15,68,4,0,0,5,3,7,20,27,23,26,12,16,10,10,8,0,0,0,16,9,0,0,0,0,0,6,3,0,3,4,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,12,99,134,108,101,124,191,210,160,145,44,39,23,134,25
Glenelg South,5,4,0,0,0,16,14,23,22,22,40,38,27,18,14,6,11,23,4,0,0,5,0,0,3,6,5,12,5,22,18,32,21,16,16,10,28,0,0,0,0,0,3,4,11,9,11,4,11,0,5,6,0,0,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,10,23,35,37,45,31,73,56,64,45,30,22,21,54,4
Glengowrie,6,3,8,0,0,55,72,66,44,32,50,59,40,29,12,9,7,39,14,0,3,7,0,0,10,12,15,30,32,104,95,78,58,23,15,8,69,3,0,3,0,3,8,29,19,19,19,11,25,12,3,3,0,0,0,14,0,0,0,0,11,0,0,3,0,0,6,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,14,8,94,106,100,93,81,183,171,121,97,35,24,15,122,17
Glenside,5,5,0,0,0,21,33,36,23,19,29,16,29,13,5,4,6,20,4,0,8,4,0,4,4,14,5,11,6,22,16,13,20,11,11,4,13,0,0,0,5,4,3,7,9,5,3,3,4,3,6,0,0,0,0,4,4,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,9,4,7,38,56,51,37,28,55,35,48,33,16,15,10,37,8
