State Suburbs by Family Composition (FMCF) and Total Family Income (weekly) (FINF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Counting: Families, Place of Usual Residence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Composition (FMCF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Family Income (weekly) (FINF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Family type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maylands (SA),0,0,0,0,0,19,9,12,8,8,17,18,19,9,5,12,7,10,0,0,0,0,0,0,4,8,5,10,13,25,14,17,27,16,5,6,12,0,0,0,0,0,0,6,12,11,4,7,9,3,4,0,0,0,0,5,6,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29,29,28,22,28,51,41,40,36,21,17,13,27,6
McCracken,0,5,0,0,4,73,55,53,21,23,36,14,14,10,0,0,0,14,3,0,0,0,0,0,4,7,15,20,16,22,12,13,3,0,0,0,21,0,0,0,0,0,3,13,10,14,5,5,0,4,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,95,72,82,46,44,58,30,27,13,0,0,0,38,14
McLaren Flat,0,0,0,0,0,10,14,18,9,10,22,19,6,7,0,0,5,4,0,0,0,0,0,0,7,7,10,14,21,44,47,19,10,0,5,0,29,0,0,0,0,5,0,3,6,4,3,5,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,27,32,26,36,72,66,25,17,0,5,5,38,0
McLaren Vale,0,4,3,0,7,73,73,86,37,45,54,48,23,12,0,4,10,23,12,0,5,4,0,0,5,15,27,31,31,81,66,48,32,11,7,5,65,6,0,0,0,5,8,24,21,16,18,15,14,4,4,0,0,0,0,11,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,15,102,109,134,86,91,149,118,75,44,11,11,15,99,18
Meadows,0,0,6,0,0,12,19,15,14,10,18,14,13,9,0,0,0,8,7,0,0,0,0,0,5,7,4,16,20,14,32,21,4,8,0,4,22,0,0,0,0,0,6,4,4,11,8,4,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,21,30,30,42,34,37,46,34,13,8,0,4,37,7
Medindie,0,0,0,0,0,4,4,7,5,3,13,14,11,5,8,8,17,8,3,0,0,0,0,0,0,0,0,3,3,13,7,28,17,16,23,23,20,0,0,0,0,0,0,3,4,0,3,0,0,0,6,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,11,6,26,21,45,29,24,31,40,31,3
Medindie Gardens,0,0,0,0,0,0,0,5,3,5,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,9,8,6,4,13,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,6,3,13,18,8,6,4,13,0
Melrose (SA),0,0,5,0,0,4,6,6,5,5,4,3,0,5,0,0,0,6,0,0,0,0,0,0,0,7,5,4,6,5,5,6,0,0,0,0,8,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,17,14,9,11,9,8,6,5,0,0,0,14,0
Melrose Park (SA),0,0,4,0,5,25,22,27,21,21,23,22,20,16,3,0,0,12,15,0,0,0,0,0,0,7,12,17,30,39,44,34,12,3,0,3,22,5,0,0,0,7,7,18,11,5,15,9,11,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,43,40,44,59,60,78,66,58,28,6,0,3,53,20
Meningie,0,0,6,0,4,32,31,28,8,16,13,15,6,4,0,0,3,15,8,0,0,0,0,5,5,9,16,16,17,19,9,6,3,0,0,3,24,5,0,0,0,0,4,6,11,3,3,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,48,51,47,30,39,32,24,12,7,0,0,6,47,13
Menzies (SA),0,0,6,0,6,0,5,3,6,3,5,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,8,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,12,6,3,13,9,3,0,0,0,0,13,0
Middleton (SA),0,0,6,0,6,28,26,24,10,9,19,7,8,0,0,0,4,12,4,0,0,0,0,0,4,14,5,14,15,16,12,9,0,0,0,0,17,0,0,0,0,0,5,9,6,13,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,41,46,42,28,24,35,19,17,0,0,0,4,32,4
Mil-Lel,0,0,0,0,0,3,8,4,0,3,3,5,4,0,0,0,0,3,0,0,0,0,0,0,3,5,7,4,5,13,6,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,4,8,16,11,8,4,0,0,0,8,0
Milang,0,0,4,0,5,35,24,12,8,5,13,4,4,0,0,0,0,11,6,0,0,0,0,0,5,9,5,11,14,16,3,4,4,0,0,5,9,0,0,0,0,4,0,8,7,4,3,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,48,40,21,22,22,33,7,8,4,0,0,5,26,6
Mile End,0,9,10,0,0,66,21,28,26,27,44,56,30,36,14,10,8,31,5,0,0,4,0,0,11,24,22,32,36,60,60,42,44,16,12,8,35,0,0,8,4,5,8,29,35,13,18,12,19,5,6,0,0,0,0,18,4,0,0,0,0,10,4,8,6,8,5,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,5,18,110,88,69,84,80,130,121,78,80,30,22,16,91,9
Mile End South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millicent,0,6,8,3,10,119,85,76,38,37,66,48,23,7,0,0,4,27,17,0,0,6,3,0,10,26,37,58,63,93,76,39,20,10,3,0,64,5,0,5,4,11,22,63,51,16,13,9,7,4,0,0,0,0,0,17,8,0,0,0,11,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,28,32,192,165,132,112,109,166,128,62,27,10,3,4,108,30
Millswood,0,0,5,0,0,16,8,16,15,15,23,33,18,25,8,6,13,14,4,0,0,0,0,0,0,0,3,9,18,26,29,57,52,30,22,18,40,0,0,0,0,0,0,6,5,3,9,3,5,5,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,13,22,33,36,54,67,82,77,38,28,31,58,4
Mingbool,0,0,0,0,0,4,0,4,7,0,3,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,5,4,8,6,0,3,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,9,11,8,9,3,6,3,0,0,0,7,4
Minlaton,0,4,9,5,0,46,14,41,11,9,17,10,3,8,0,0,0,14,6,0,0,0,0,0,4,8,10,15,22,15,9,6,0,0,0,0,24,0,0,0,4,3,4,7,3,5,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,4,57,25,56,31,31,35,19,9,8,0,0,0,43,6
Minnipa,0,0,0,0,0,7,4,8,5,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,6,6,3,3,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,13,8,14,10,3,3,0,0,0,8,0
Mintaro,0,0,0,0,0,9,12,8,7,13,7,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,7,0,4,7,5,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,11,14,13,11,7,5,0,4,0,0,21,0
Miranda (SA),0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
Mitcham (SA),0,0,3,0,3,14,20,21,7,13,26,18,18,15,9,7,12,12,0,0,0,0,0,0,0,0,3,7,10,21,25,26,24,12,10,23,37,0,0,6,0,0,3,9,5,7,8,3,10,0,5,0,0,0,0,7,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,6,23,25,35,22,26,57,43,49,39,21,17,35,56,0
Mitchell Park (SA),0,10,3,0,0,91,85,56,45,36,60,58,25,15,3,0,4,25,5,0,6,4,6,5,14,36,31,36,51,78,68,29,27,3,10,3,49,3,0,0,6,9,24,44,61,33,31,17,21,0,6,4,0,0,0,16,13,0,0,0,0,0,12,3,7,8,0,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,15,29,161,185,127,120,104,162,131,60,46,6,10,7,90,30
Moana,0,4,3,0,3,34,43,28,33,18,33,36,15,12,0,0,0,22,3,0,0,0,0,4,6,8,13,26,39,57,34,43,12,0,4,3,52,3,0,0,3,3,6,24,19,14,8,6,15,5,4,0,0,0,0,9,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,13,67,70,55,67,63,105,75,62,24,0,4,3,83,10
Moculta,0,0,4,0,0,6,4,3,5,7,7,8,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,4,8,3,7,6,0,0,5,16,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,10,6,11,11,15,11,11,6,0,0,8,19,0
Modbury,0,6,11,6,0,108,72,70,48,43,74,49,15,12,0,0,4,32,9,0,0,6,0,6,9,31,46,56,71,94,60,28,12,13,0,0,47,4,0,0,5,7,14,46,31,29,24,21,26,7,7,13,0,0,0,17,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,13,20,163,145,145,128,135,194,116,50,37,13,0,4,96,26
Modbury Heights,0,7,10,0,10,79,60,48,51,61,89,97,45,11,6,0,0,29,10,0,0,5,5,0,6,21,32,58,55,156,140,84,38,20,14,5,88,10,8,0,0,0,13,25,38,31,31,28,25,15,0,4,0,0,0,23,0,0,0,0,0,0,5,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,5,23,115,119,111,143,144,273,252,129,60,26,14,5,140,20
Modbury North,0,4,10,7,10,97,86,84,54,55,72,71,31,22,8,0,0,36,8,0,6,0,0,0,6,21,36,72,76,157,119,74,47,14,15,4,68,4,0,6,0,7,13,37,30,29,49,22,27,9,5,0,0,0,0,16,0,0,0,0,0,0,0,0,7,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,14,23,140,137,156,180,159,256,206,110,69,22,15,4,120,12
Monarto,0,0,0,0,0,8,3,4,4,6,6,3,4,4,0,0,0,9,0,0,0,0,0,0,0,9,7,3,12,11,8,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,11,7,18,17,17,9,4,0,0,0,17,0
Monarto South,0,0,0,0,0,4,3,10,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,7,6,6,0,5,0,0,6,0,0,0,0,0,0,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,14,0,17,19,6,6,0,5,0,0,6,0
Monash (SA),0,3,0,0,0,24,19,20,12,20,6,14,5,3,0,0,0,11,3,0,6,0,0,0,6,11,13,13,14,38,17,0,5,4,0,0,21,0,0,0,0,0,6,6,9,5,7,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,36,39,38,32,45,44,31,5,8,4,0,0,40,3
Montacute,0,0,0,0,0,10,7,7,7,11,11,7,7,4,0,0,0,6,0,0,0,0,0,0,0,3,7,0,8,8,7,9,0,3,4,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,14,7,19,19,14,16,4,3,4,3,9,0
Moonta,0,0,7,0,0,35,11,8,0,12,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,8,8,0,5,5,0,0,0,0,6,0,0,0,0,3,4,13,12,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,48,31,16,12,20,8,5,5,0,0,0,0,17,0
Moonta Bay,0,10,10,0,10,94,59,45,27,21,30,17,6,6,0,0,0,24,5,0,0,0,0,0,8,12,16,15,16,35,14,14,3,0,5,0,23,5,0,0,0,0,4,21,16,6,6,4,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,14,123,87,67,48,41,65,31,20,9,0,5,0,52,22
Moonta Mines,0,0,0,0,0,19,8,7,5,0,5,3,0,5,0,0,0,3,0,0,0,0,0,0,0,5,5,6,5,4,3,3,0,3,0,0,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,17,11,5,9,6,3,5,3,0,0,6,0
Moorak,0,0,4,0,0,6,6,8,12,10,13,15,6,5,3,0,0,11,4,0,0,0,0,0,4,5,6,3,7,28,15,6,6,0,0,3,18,4,0,5,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,14,16,19,15,17,41,30,12,11,3,0,3,33,8
Moorook South,0,0,0,0,0,4,4,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,4,7,0,0,0,0,0,0,5,0
Moppa,0,0,0,0,0,0,0,4,4,3,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,7,7,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,3,13,12,6,8,3,0,0,7,0
Morgan,0,5,6,0,5,31,11,11,5,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,9,9,4,4,5,4,0,0,0,0,0,12,0,0,0,0,4,0,4,8,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,35,28,24,13,4,10,9,0,0,0,0,0,24,0
Morphett Vale,7,11,37,3,19,487,342,308,224,248,363,233,50,24,11,0,5,140,52,8,9,11,3,7,49,171,168,301,304,464,307,144,71,21,12,3,274,24,6,4,21,39,102,276,255,147,132,91,88,41,14,5,0,0,3,113,23,0,0,0,7,0,11,14,5,4,13,11,9,6,0,3,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,69,52,128,823,782,628,661,656,926,590,214,100,35,15,11,533,106
Morphettville,0,0,4,0,6,40,37,31,14,24,23,33,13,4,3,6,0,16,3,0,0,5,0,0,4,17,18,21,14,44,26,16,12,4,8,5,20,4,0,0,6,9,18,26,14,18,15,12,15,4,3,0,0,0,0,22,5,0,0,0,0,0,3,3,3,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24,73,71,70,50,50,82,72,32,22,7,14,5,58,12
Mount Barker (SA),5,7,14,0,12,150,132,125,103,92,181,157,74,49,15,10,7,77,11,8,0,6,6,8,31,50,78,136,138,266,212,130,74,41,23,15,183,10,0,6,20,14,50,106,98,60,78,42,43,13,6,6,0,0,0,49,11,0,0,4,0,0,3,3,3,5,4,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,44,20,70,290,283,266,322,276,495,385,210,129,56,33,22,315,32
Mount Barker Springs,0,0,0,0,0,3,0,4,4,4,3,10,0,7,0,0,3,6,0,0,0,0,0,0,0,7,3,3,4,9,8,8,4,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,8,12,18,8,11,0,0,3,13,0
Mount Burr,0,0,0,0,0,18,11,6,4,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,5,3,3,12,0,4,0,0,0,0,3,0,0,0,0,6,7,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,25,20,14,10,11,12,0,4,0,0,0,0,6,0
Mount Compass,0,3,6,0,9,36,27,19,20,23,27,19,8,8,0,0,0,13,5,0,0,0,0,0,5,9,20,34,20,48,32,13,5,3,3,0,36,6,0,5,0,6,4,4,3,8,4,4,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,13,45,39,47,58,47,75,51,21,13,3,3,0,57,16
Mount Crawford,0,0,6,0,0,6,3,5,6,4,8,8,3,0,0,0,0,9,0,0,0,0,0,0,3,0,5,5,4,5,3,8,7,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,7,10,11,8,13,11,11,7,0,0,0,16,0
Mount Gambier,4,15,42,14,33,427,326,336,239,252,391,276,94,68,21,7,5,154,47,0,5,12,12,7,86,136,168,316,270,518,358,188,88,30,31,17,294,21,3,10,38,60,146,315,233,117,122,54,71,25,8,0,0,0,16,81,42,12,3,0,3,7,3,11,6,8,10,5,3,5,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,92,89,193,831,706,627,685,586,985,662,295,156,51,38,38,535,116
Mount George (SA),0,0,0,0,0,0,6,3,0,3,4,4,8,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,7,3,3,3,3,4,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,7,9,11,11,10,3,3,4,13,0
Mount Osmond,0,0,0,0,0,0,4,10,6,6,5,4,4,6,12,5,0,6,0,0,0,0,0,0,0,0,3,0,3,4,10,10,10,7,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,9,9,14,14,16,19,16,5,21,0
Mount Pleasant (SA),0,0,0,0,3,18,8,14,11,9,14,10,7,4,4,0,4,17,0,0,0,6,0,0,0,3,8,12,17,20,14,0,9,0,0,0,17,0,0,0,0,6,5,9,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,27,18,29,26,26,34,24,7,13,4,0,4,34,0
Mount Schank,0,0,0,0,0,5,4,6,5,4,8,7,4,0,0,0,0,6,0,0,0,0,0,0,0,3,4,9,7,11,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,14,11,19,10,7,0,0,0,0,10,0
Mount Torrens,0,0,0,0,0,6,10,10,8,0,15,9,6,4,0,0,0,10,0,0,0,0,0,0,3,4,5,3,12,13,12,10,11,0,4,0,10,4,0,0,0,0,0,7,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,15,16,12,32,21,16,15,0,4,0,20,4
Mullaquana,0,0,0,0,0,7,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,3,11,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7,5,8,16,3,4,0,0,0,5,0
Mundulla,5,5,4,0,3,3,7,7,3,3,13,6,3,0,0,0,3,0,5,0,0,0,0,0,0,10,8,16,8,10,7,0,7,0,0,0,17,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,3,8,17,23,19,11,23,13,3,7,0,0,3,20,5
